year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,11,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",87.00,15.00,3.66,1.71,3.23,0.00,6.40,7.00,0.00,1001.00,132.00,114.00,112.00,0.00,643.00
2025,11,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",22.00,6.00,4.18,0.04,0.50,0.00,1.27,2.00,0.00,792.00,569.00,7.00,16.00,0.00,200.00
2025,11,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",87.00,15.00,8.44,1.00,1.37,0.00,4.19,7.00,0.00,905.00,408.00,119.00,46.00,0.00,332.00
2025,11,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",58.00,14.00,7.13,0.00,1.47,0.00,5.39,5.00,0.00,752.00,356.00,0.00,90.00,0.00,306.00
2025,11,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",56.00,20.00,3.92,0.00,6.41,0.00,9.67,1.00,0.00,1654.00,439.00,0.00,316.00,0.00,899.00
2025,11,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2356.00,375.00,72.92,7.12,82.59,0.05,212.31,151.00,7.00,38470.00,13193.00,590.00,4441.00,6.00,20240.00
2025,11,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",89.00,8.00,3.26,0.00,3.48,0.00,1.26,0.00,0.00,613.00,316.00,0.00,206.00,0.00,91.00
2025,11,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",59.00,15.00,2.10,0.00,3.92,0.00,8.98,2.00,0.00,1826.00,300.00,0.00,421.00,0.00,1105.00
2025,11,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",111.00,25.00,6.87,0.00,4.77,0.00,13.36,5.00,0.00,1992.00,822.00,0.00,271.00,0.00,899.00
2025,11,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",140.00,29.00,6.50,0.00,7.61,0.00,14.90,7.00,0.00,2126.00,388.00,0.00,428.00,0.00,1310.00
2025,11,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",97.00,22.00,9.27,1.49,5.87,0.00,5.36,2.00,0.00,1564.00,610.00,259.00,367.00,0.00,328.00
2025,11,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",58.00,13.00,5.65,0.90,1.65,0.00,4.79,2.00,1.00,1588.00,528.00,540.00,45.00,0.00,475.00
2025,11,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",188.00,43.00,11.64,0.00,18.57,0.00,12.79,3.00,0.00,3268.00,907.00,0.00,998.00,0.00,1363.00
2025,11,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",88.00,19.00,7.28,1.00,2.62,0.00,8.10,3.00,0.00,1215.00,379.00,95.00,63.00,0.00,678.00
2025,11,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",17.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Patrick Leahy Burlington International",167.00,31.00,6.11,0.00,8.42,0.00,16.47,6.00,0.00,1898.00,523.00,0.00,383.00,0.00,992.00
2025,11,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",162.00,32.00,8.26,0.00,7.88,0.00,15.87,8.00,0.00,2161.00,767.00,0.00,338.00,0.00,1056.00
2025,11,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",118.00,23.00,3.45,1.00,7.41,0.00,11.15,8.00,0.00,1489.00,160.00,71.00,529.00,0.00,729.00
2025,11,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",223.00,51.00,21.65,0.00,9.60,0.00,19.75,11.00,0.00,3811.00,1373.00,0.00,626.00,0.00,1812.00
2025,11,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",101.00,26.00,9.95,0.08,5.86,0.00,10.12,5.00,0.00,2168.00,762.00,9.00,294.00,0.00,1103.00
2025,11,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",169.00,46.00,10.48,1.00,14.41,0.00,20.11,6.00,0.00,4010.00,714.00,16.00,840.00,0.00,2440.00
2025,11,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",89.00,21.00,4.42,2.20,7.87,0.00,6.50,7.00,1.00,2712.00,312.00,887.00,461.00,0.00,1052.00
2025,11,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",274.00,58.00,17.54,0.21,15.05,0.00,25.19,13.00,0.00,4587.00,1543.00,21.00,698.00,0.00,2325.00
2025,11,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",138.00,30.00,8.48,0.00,9.04,0.00,12.47,2.00,0.00,2970.00,1162.00,0.00,760.00,0.00,1048.00
2025,11,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",129.00,33.00,18.61,1.00,6.69,0.00,6.70,1.00,0.00,1803.00,1071.00,58.00,321.00,0.00,353.00
2025,11,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",102.00,24.00,9.41,4.56,2.51,0.00,7.52,5.00,0.00,2680.00,350.00,1523.00,95.00,0.00,712.00
2025,11,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",9.00,2.00,1.02,0.00,0.00,0.00,0.98,0.00,0.00,105.00,61.00,0.00,0.00,0.00,44.00
2025,11,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",550.00,126.00,21.23,2.62,40.06,0.00,62.10,11.00,0.00,9740.00,1355.00,294.00,1785.00,0.00,6306.00
2025,11,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",59.00,9.00,3.08,0.34,1.74,0.00,3.85,0.00,0.00,717.00,252.00,37.00,115.00,0.00,313.00
2025,11,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",161.00,78.00,8.51,0.93,45.08,0.00,23.48,7.00,1.00,5693.00,1167.00,69.00,2334.00,0.00,2123.00
2025,11,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",84.00,12.00,5.06,1.04,2.16,0.00,3.74,7.00,0.00,694.00,209.00,54.00,74.00,0.00,357.00
2025,11,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",13.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",242.00,57.00,16.81,1.00,17.85,0.00,21.34,13.00,0.00,4533.00,1089.00,100.00,1173.00,0.00,2171.00
2025,11,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1564.00,266.00,64.73,7.08,53.33,0.00,140.86,43.00,0.00,24465.00,8395.00,1014.00,2580.00,0.00,12476.00
2025,11,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",29.00,8.00,1.00,0.00,5.19,0.00,1.81,1.00,0.00,570.00,118.00,0.00,304.00,0.00,148.00
2025,11,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",87.00,8.00,3.45,0.47,2.08,0.00,2.00,4.00,0.00,321.00,175.00,9.00,49.00,0.00,88.00
2025,11,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",135.00,35.00,4.24,0.89,21.17,0.00,8.70,6.00,0.00,2985.00,657.00,33.00,1654.00,0.00,641.00
2025,11,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",79.00,14.00,5.30,0.13,3.78,0.00,4.79,8.00,0.00,1260.00,471.00,24.00,292.00,0.00,473.00
2025,11,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",102.00,18.00,6.56,1.16,1.35,0.00,8.93,7.00,0.00,1208.00,287.00,116.00,92.00,0.00,713.00
2025,11,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",24.00,1.00,0.15,0.00,0.00,0.00,0.85,0.00,0.00,68.00,10.00,0.00,0.00,0.00,58.00
2025,11,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",25.00,5.00,1.84,0.50,0.71,0.00,1.95,1.00,0.00,437.00,119.00,82.00,36.00,0.00,200.00
2025,11,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",3.00,1.00,0.11,0.00,0.00,0.00,0.89,0.00,0.00,97.00,11.00,0.00,0.00,0.00,86.00
2025,11,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",134.00,39.00,3.95,0.00,10.45,0.00,24.60,4.00,0.00,3524.00,367.00,0.00,784.00,0.00,2373.00
2025,11,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",60.00,12.00,3.13,2.00,0.33,0.00,6.53,1.00,0.00,1372.00,291.00,725.00,9.00,0.00,347.00
2025,11,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",154.00,25.00,10.37,1.09,7.07,0.00,6.47,6.00,5.00,1646.00,581.00,72.00,311.00,0.00,682.00
2025,11,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",109.00,31.00,9.46,1.90,7.70,0.00,11.94,1.00,0.00,3118.00,1515.00,186.00,441.00,0.00,976.00
2025,11,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",112.00,26.00,6.99,0.48,13.48,0.00,5.05,4.00,1.00,1843.00,320.00,63.00,800.00,0.00,660.00
2025,11,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",37.00,10.00,4.21,0.00,1.04,0.00,4.75,2.00,0.00,458.00,186.00,0.00,47.00,0.00,225.00
2025,11,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",81.00,26.00,7.61,0.00,3.10,0.00,15.29,5.00,0.00,2512.00,617.00,0.00,255.00,0.00,1640.00
2025,11,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",247.00,46.00,10.90,0.11,16.83,0.00,18.16,3.00,0.00,2915.00,618.00,12.00,785.00,0.00,1500.00
2025,11,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",58.00,8.00,4.33,0.34,0.56,0.00,2.76,5.00,1.00,500.00,226.00,10.00,34.00,0.00,230.00
2025,11,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",39.00,5.00,4.21,0.00,0.00,0.00,0.79,6.00,1.00,218.00,195.00,0.00,0.00,0.00,23.00
2025,11,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",119.00,31.00,4.74,0.00,14.53,0.00,11.73,1.00,0.00,1637.00,253.00,0.00,692.00,0.00,692.00
2025,11,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1739.00,334.00,68.91,10.77,114.34,0.00,139.98,57.00,1.00,33169.00,8832.00,1984.00,8983.00,0.00,13370.00
2025,11,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",44.00,10.00,5.00,0.00,2.98,0.00,2.02,3.00,0.00,1335.00,903.00,0.00,214.00,0.00,218.00
2025,11,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",51.00,15.00,4.89,0.01,2.31,0.00,7.80,2.00,1.00,1546.00,389.00,1.00,233.00,0.00,923.00
2025,11,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",104.00,21.00,10.26,0.88,3.02,0.00,6.83,3.00,0.00,1784.00,811.00,263.00,150.00,0.00,560.00
2025,11,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2186.00,643.00,87.30,12.02,335.63,0.00,208.05,77.00,6.00,64553.00,12354.00,1096.00,29569.00,0.00,21534.00
2025,11,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",24.00,10.00,0.95,0.00,3.31,0.00,5.74,0.00,0.00,910.00,75.00,0.00,268.00,0.00,567.00
2025,11,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",114.00,23.00,7.00,0.01,8.61,0.00,7.39,1.00,0.00,1781.00,655.00,1.00,423.00,0.00,702.00
2025,11,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",49.00,11.00,4.55,0.00,4.52,0.00,1.94,0.00,0.00,619.00,289.00,0.00,208.00,0.00,122.00
2025,11,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",71.00,16.00,7.24,0.00,4.43,0.00,4.33,4.00,0.00,1542.00,785.00,0.00,184.00,0.00,573.00
2025,11,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",121.00,41.00,7.62,0.00,13.63,0.00,19.75,4.00,0.00,3022.00,595.00,0.00,803.00,0.00,1624.00
2025,11,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",122.00,27.00,15.05,3.08,3.24,0.00,5.63,7.00,1.00,2061.00,1099.00,187.00,154.00,0.00,621.00
2025,11,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",153.00,42.00,10.54,0.00,12.85,0.00,18.62,6.00,0.00,3072.00,603.00,0.00,762.00,0.00,1707.00
2025,11,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",58.00,14.00,5.89,0.00,3.89,0.00,4.22,6.00,0.00,688.00,300.00,0.00,114.00,0.00,274.00
2025,11,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",88.00,14.00,7.66,1.05,0.99,0.00,4.30,10.00,0.00,1190.00,403.00,583.00,47.00,0.00,157.00
2025,11,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",93.00,17.00,5.96,1.21,4.08,0.00,5.75,4.00,1.00,1045.00,290.00,76.00,188.00,0.00,491.00
2025,11,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",69.00,18.00,6.61,1.03,5.78,0.00,4.58,3.00,0.00,1750.00,440.00,672.00,296.00,0.00,342.00
2025,11,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1400.00,237.00,36.54,5.43,55.78,0.00,139.25,51.00,0.00,22237.00,5089.00,982.00,3109.00,0.00,13057.00
2025,11,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",101.00,17.00,8.74,0.38,1.99,0.00,5.89,7.00,0.00,1206.00,647.00,19.00,83.00,0.00,457.00
2025,11,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",82.00,26.00,2.37,0.00,9.92,0.00,13.71,5.00,0.00,2290.00,318.00,0.00,563.00,0.00,1409.00
2025,11,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",109.00,23.00,4.86,0.00,15.71,0.00,2.43,9.00,1.00,1619.00,290.00,0.00,1184.00,0.00,145.00
2025,11,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",198.00,47.00,12.83,0.66,15.82,0.05,17.64,7.00,1.00,3241.00,850.00,85.00,695.00,4.00,1607.00
2025,11,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",24.00,6.00,0.40,0.00,3.19,0.00,2.42,1.00,0.00,460.00,19.00,0.00,203.00,0.00,238.00
2025,11,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",205.00,38.00,12.14,1.03,12.83,0.00,11.99,4.00,0.00,3337.00,1449.00,24.00,654.00,0.00,1210.00
2025,11,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",29.00,6.00,1.11,0.00,3.01,0.00,1.88,0.00,0.00,602.00,97.00,0.00,265.00,0.00,240.00
2025,11,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",88.00,17.00,3.32,0.00,3.94,0.00,9.74,3.00,0.00,1197.00,321.00,0.00,154.00,0.00,722.00
2025,11,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",100.00,15.00,5.26,0.20,4.71,0.00,4.83,5.00,1.00,971.00,339.00,27.00,193.00,0.00,412.00
2025,11,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",543.00,144.00,16.73,0.97,34.79,0.00,91.51,11.00,0.00,12154.00,1565.00,193.00,2222.00,0.00,8174.00
2025,11,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",193.00,41.00,11.76,0.00,11.52,0.00,17.72,6.00,0.00,3406.00,815.00,0.00,819.00,0.00,1772.00
2025,11,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",110.00,26.00,7.96,1.32,3.82,0.00,12.89,9.00,0.00,2088.00,472.00,248.00,206.00,0.00,1162.00
2025,11,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",201.00,59.00,19.75,0.00,11.61,0.60,27.04,4.00,0.00,4103.00,1456.00,0.00,643.00,9.00,1995.00
2025,11,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",84.00,14.00,4.67,1.64,4.04,0.00,3.66,1.00,0.00,1023.00,234.00,132.00,295.00,0.00,362.00
2025,11,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",65.00,15.00,2.53,0.00,7.00,0.00,5.48,1.00,0.00,890.00,258.00,0.00,293.00,0.00,339.00
2025,11,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",90.00,19.00,6.89,1.77,4.85,0.00,5.49,2.00,1.00,1813.00,946.00,109.00,219.00,0.00,539.00
2025,11,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",72.00,17.00,11.57,0.00,1.98,0.00,3.46,4.00,1.00,1298.00,1012.00,0.00,77.00,0.00,209.00
2025,11,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",171.00,47.00,16.63,0.77,16.77,0.00,12.82,6.00,0.00,3518.00,1257.00,79.00,1025.00,0.00,1157.00
2025,11,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",262.00,52.00,12.18,0.92,11.52,0.00,27.38,11.00,2.00,4449.00,1145.00,144.00,592.00,0.00,2568.00
2025,11,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",30.00,4.00,0.88,1.76,1.36,0.00,0.00,1.00,1.00,136.00,15.00,85.00,36.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",75.00,14.00,5.44,0.00,3.40,0.00,5.16,8.00,0.00,819.00,294.00,0.00,105.00,0.00,420.00
2025,11,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",24.00,11.00,2.89,0.00,2.96,0.00,5.15,0.00,0.00,834.00,235.00,0.00,203.00,0.00,396.00
2025,11,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",264.00,64.00,19.80,2.31,19.51,0.00,22.39,6.00,1.00,5583.00,2318.00,120.00,1057.00,0.00,2088.00
2025,11,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",84.00,19.00,6.17,1.31,4.80,0.00,6.72,6.00,0.00,1061.00,292.00,80.00,302.00,0.00,387.00
2025,11,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",209.00,33.00,14.66,0.00,11.75,0.00,6.59,4.00,0.00,2180.00,844.00,0.00,647.00,0.00,689.00
2025,11,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",180.00,55.00,26.01,1.54,5.69,0.00,21.76,4.00,0.00,4089.00,2212.00,112.00,253.00,0.00,1512.00
2025,11,AA,American Airlines Network,ALB,"Albany, NY: Albany International",109.00,29.00,14.06,1.00,1.85,0.00,12.10,3.00,0.00,2806.00,1246.00,286.00,82.00,0.00,1192.00
2025,11,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",31.00,15.00,7.42,0.33,0.94,0.00,6.31,0.00,0.00,1666.00,1085.00,13.00,50.00,0.00,518.00
2025,11,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",30.00,8.00,5.16,0.00,1.86,0.00,0.98,1.00,0.00,1351.00,896.00,0.00,93.00,0.00,362.00
2025,11,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",523.00,148.00,53.46,3.64,25.30,1.00,64.60,12.00,0.00,12380.00,4724.00,301.00,1516.00,26.00,5813.00
2025,11,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1087.00,314.00,83.49,6.31,103.83,1.00,119.37,26.00,0.00,24796.00,5528.00,1287.00,5234.00,72.00,12675.00
2025,11,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",30.00,8.00,3.00,0.04,0.04,0.00,4.92,1.00,0.00,744.00,308.00,5.00,10.00,0.00,421.00
2025,11,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",55.00,12.00,4.59,0.00,0.25,1.00,6.16,0.00,2.00,430.00,134.00,0.00,5.00,74.00,217.00
2025,11,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",226.00,53.00,19.19,0.56,9.46,0.00,23.79,3.00,0.00,3228.00,953.00,68.00,417.00,0.00,1790.00
2025,11,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",60.00,16.00,4.11,0.97,0.94,0.00,9.98,0.00,0.00,2116.00,689.00,658.00,61.00,0.00,708.00
2025,11,AA,American Airlines Network,BGR,"Bangor, ME: Bangor International",4.00,1.00,0.63,0.00,0.00,0.00,0.38,0.00,0.00,24.00,15.00,0.00,0.00,0.00,9.00
2025,11,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",146.00,31.00,11.21,0.00,2.83,0.00,16.96,2.00,0.00,3091.00,1247.00,0.00,124.00,0.00,1720.00
2025,11,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",683.00,167.00,51.97,3.48,35.78,0.00,75.76,12.00,1.00,14220.00,4264.00,781.00,1982.00,0.00,7193.00
2025,11,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",61.00,17.00,6.31,0.13,2.86,0.00,7.70,2.00,0.00,1328.00,566.00,13.00,85.00,0.00,664.00
2025,11,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1279.00,332.00,81.64,4.27,98.92,2.67,144.50,24.00,2.00,24836.00,5501.00,279.00,6015.00,133.00,12908.00
2025,11,AA,American Airlines Network,BTV,"Burlington, VT: Patrick Leahy Burlington International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,11,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",178.00,63.00,24.19,2.40,11.52,0.01,24.88,2.00,0.00,5163.00,1330.00,790.00,506.00,1.00,2536.00
2025,11,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",60.00,17.00,6.29,0.69,3.71,0.00,6.32,1.00,0.00,828.00,219.00,32.00,219.00,0.00,358.00
2025,11,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",266.00,56.00,24.60,1.08,7.35,1.26,21.70,3.00,0.00,3880.00,1958.00,126.00,255.00,75.00,1466.00
2025,11,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",31.00,9.00,3.06,0.00,2.45,0.00,3.49,0.00,0.00,721.00,160.00,0.00,197.00,0.00,364.00
2025,11,AA,American Airlines Network,CHS,"Charleston, SC: Charleston AFB/International",377.00,88.00,30.61,1.10,13.92,0.00,42.36,3.00,0.00,6298.00,1946.00,142.00,654.00,0.00,3556.00
2025,11,AA,American Airlines Network,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",70.00,23.00,6.63,0.25,2.78,0.00,13.34,7.00,1.00,1693.00,480.00,4.00,155.00,0.00,1054.00
2025,11,AA,American Airlines Network,CLE,"Cleveland, OH: Cleveland-Hopkins International",271.00,79.00,26.62,0.63,13.36,0.00,38.39,3.00,0.00,5101.00,2124.00,49.00,503.00,0.00,2425.00
2025,11,AA,American Airlines Network,CLT,"Charlotte, NC: Charlotte Douglas International",9569.00,1500.00,475.68,23.23,360.49,4.56,636.05,99.00,6.00,137978.00,52506.00,3225.00,21928.00,221.00,60098.00
2025,11,AA,American Airlines Network,CMH,"Columbus, OH: John Glenn Columbus International",314.00,59.00,26.89,0.66,7.07,0.00,24.38,4.00,0.00,3796.00,1660.00,57.00,262.00,0.00,1817.00
2025,11,AA,American Airlines Network,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88.00,23.00,10.17,1.33,2.62,0.00,8.88,2.00,0.00,2030.00,1195.00,207.00,92.00,0.00,536.00
2025,11,AA,American Airlines Network,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",244.00,65.00,27.43,0.58,11.01,0.00,25.98,4.00,0.00,5174.00,2209.00,16.00,549.00,0.00,2400.00
2025,11,AA,American Airlines Network,DAB,"Daytona Beach, FL: Daytona Beach International",45.00,14.00,3.79,0.00,1.59,0.23,8.39,1.00,0.00,930.00,306.00,0.00,69.00,7.00,548.00
2025,11,AA,American Airlines Network,DCA,"Washington, DC: Ronald Reagan Washington National",2205.00,614.00,142.02,11.97,233.96,2.76,223.30,33.00,8.00,44657.00,12388.00,990.00,11296.00,190.00,19793.00
2025,11,AA,American Airlines Network,DEN,"Denver, CO: Denver International",664.00,146.00,52.14,3.59,30.83,1.00,58.44,10.00,0.00,9691.00,2654.00,690.00,1319.00,19.00,5009.00
